Postcode,Datum,Soort
4834,22-07-2023,Poging tot woninginbraak
5011,20-07-2023,Poging tot woninginbraak
5041,20-07-2023,Woninginbraak
5045,22-07-2023,Poging tot woninginbraak
5049,21-07-2023,Woninginbraak
5056,20-07-2023,Woninginbraak
5211,20-07-2023,Woninginbraak
5211,20-07-2023,Woninginbraak
5231,21-07-2023,Poging tot woninginbraak
5241,20-07-2023,Woninginbraak
5384,22-07-2023,Woninginbraak
5386,21-07-2023,Poging tot woninginbraak
5411,21-07-2023,Woninginbraak
5561,21-07-2023,Woninginbraak
5611,20-07-2023,Woninginbraak
5626,21-07-2023,Woninginbraak
5652,22-07-2023,Woninginbraak
5654,20-07-2023,Poging tot woninginbraak
5655,21-07-2023,Woninginbraak
5688,20-07-2023,Woninginbraak
5737,20-07-2023,Woninginbraak
5831,20-07-2023,Woninginbraak
5971,21-07-2023,Woninginbraak
6071,20-07-2023,Woninginbraak
6075,20-07-2023,Woninginbraak
6171,20-07-2023,Poging tot woninginbraak
6181,22-07-2023,Poging tot woninginbraak
6218,21-07-2023,Woninginbraak
6221,20-07-2023,Poging tot woninginbraak
6222,22-07-2023,Poging tot woninginbraak
6226,20-07-2023,Woninginbraak
6241,22-07-2023,Woninginbraak
6301,20-07-2023,Woninginbraak
6367,21-07-2023,Woninginbraak
6369,22-07-2023,Woninginbraak
6414,21-07-2023,Woninginbraak
6461,21-07-2023,Woninginbraak
6524,21-07-2023,Woninginbraak
6644,22-07-2023,Woninginbraak
6665,21-07-2023,Woninginbraak
6674,22-07-2023,Woninginbraak
6731,22-07-2023,Woninginbraak
6823,21-07-2023,Poging tot woninginbraak
6828,22-07-2023,Woninginbraak
6834,21-07-2023,Woninginbraak
7204,20-07-2023,Poging tot woninginbraak
7274,21-07-2023,Woninginbraak
7443,20-07-2023,Woninginbraak
7461,21-07-2023,Woninginbraak
7557,22-07-2023,Woninginbraak
7557,20-07-2023,Woninginbraak
7581,20-07-2023,Woninginbraak
7586,22-07-2023,Woninginbraak
7609,21-07-2023,Woninginbraak
8071,20-07-2023,Poging tot woninginbraak
8091,20-07-2023,Poging tot woninginbraak
8447,20-07-2023,Woninginbraak
8601,22-07-2023,Woninginbraak
8601,20-07-2023,Woninginbraak
8601,20-07-2023,Woninginbraak
8651,22-07-2023,Woninginbraak
8801,21-07-2023,Poging tot woninginbraak
8924,20-07-2023,Woninginbraak
9401,22-07-2023,Woninginbraak
9406,21-07-2023,Woninginbraak
9411,21-07-2023,Woninginbraak
9471,22-07-2023,Poging tot woninginbraak
9561,22-07-2023,Woninginbraak
9665,22-07-2023,Poging tot woninginbraak
9711,22-07-2023,Woninginbraak
9712,21-07-2023,Woninginbraak
9713,20-07-2023,Woninginbraak
9714,21-07-2023,Woninginbraak
1012,29-07-2023,Poging tot woninginbraak
1014,24-07-2023,Woninginbraak
1017,26-07-2023,Woninginbraak
1017,25-07-2023,Woninginbraak
1019,24-07-2023,Woninginbraak
1025,26-07-2023,Woninginbraak
1031,28-07-2023,Woninginbraak
1031,26-07-2023,Poging tot woninginbraak
1031,23-07-2023,Woninginbraak
1032,25-07-2023,Woninginbraak
1032,24-07-2023,Woninginbraak
1033,25-07-2023,Woninginbraak
1051,26-07-2023,Poging tot woninginbraak
1051,25-07-2023,Woninginbraak
1054,26-07-2023,Woninginbraak
1056,24-07-2023,Woninginbraak
1057,25-07-2023,Poging tot woninginbraak
1066,26-07-2023,Poging tot woninginbraak
1066,26-07-2023,Woninginbraak
1067,25-07-2023,Woninginbraak
1071,29-07-2023,Woninginbraak
1071,28-07-2023,Woninginbraak
1071,24-07-2023,Poging tot woninginbraak
1073,29-07-2023,Woninginbraak
1074,25-07-2023,Woninginbraak
1077,26-07-2023,Poging tot woninginbraak
1082,28-07-2023,Woninginbraak
1097,24-07-2023,Poging tot woninginbraak
1097,24-07-2023,Poging tot woninginbraak
1102,23-07-2023,Woninginbraak
1108,27-07-2023,Woninginbraak
1108,26-07-2023,Woninginbraak
1112,24-07-2023,Woninginbraak
1141,27-07-2023,Woninginbraak
1151,29-07-2023,Woninginbraak
1171,26-07-2023,Poging tot woninginbraak
1181,25-07-2023,Woninginbraak
1183,29-07-2023,Woninginbraak
1185,28-07-2023,Woninginbraak
1185,28-07-2023,Woninginbraak
1185,24-07-2023,Woninginbraak
1213,26-07-2023,Poging tot woninginbraak
1215,29-07-2023,Woninginbraak
1261,27-07-2023,Woninginbraak
1272,27-07-2023,Woninginbraak
1336,24-07-2023,Woninginbraak
1384,27-07-2023,Woninginbraak
1393,23-07-2023,Woninginbraak
1402,25-07-2023,Woninginbraak
1406,29-07-2023,Poging tot woninginbraak
1406,26-07-2023,Woninginbraak
1423,28-07-2023,Woninginbraak
1424,24-07-2023,Woninginbraak
1441,24-07-2023,Poging tot woninginbraak
1444,27-07-2023,Poging tot woninginbraak
1484,28-07-2023,Poging tot woninginbraak
1504,28-07-2023,Woninginbraak
1521,23-07-2023,Woninginbraak
1541,27-07-2023,Woninginbraak
1562,26-07-2023,Poging tot woninginbraak
1611,29-07-2023,Poging tot woninginbraak
1619,26-07-2023,Woninginbraak
1622,23-07-2023,Poging tot woninginbraak
1713,24-07-2023,Poging tot woninginbraak
1746,28-07-2023,Woninginbraak
1781,26-07-2023,Poging tot woninginbraak
1782,29-07-2023,Woninginbraak
1811,24-07-2023,Woninginbraak
1824,26-07-2023,Woninginbraak
1862,26-07-2023,Woninginbraak
1963,23-07-2023,Woninginbraak
2012,28-07-2023,Woninginbraak
2012,27-07-2023,Woninginbraak
2012,24-07-2023,Woninginbraak
2021,25-07-2023,Woninginbraak
2023,26-07-2023,Poging tot woninginbraak
2025,24-07-2023,Woninginbraak
2035,23-07-2023,Woninginbraak
2037,27-07-2023,Woninginbraak
2037,23-07-2023,Woninginbraak
2051,26-07-2023,Woninginbraak
2101,23-07-2023,Woninginbraak
2103,28-07-2023,Woninginbraak
2121,29-07-2023,Poging tot woninginbraak
2182,24-07-2023,Woninginbraak
2201,23-07-2023,Woninginbraak
2221,26-07-2023,Woninginbraak
2224,23-07-2023,Woninginbraak
2241,24-07-2023,Woninginbraak
2251,27-07-2023,Woninginbraak
2252,24-07-2023,Woninginbraak
2273,23-07-2023,Woninginbraak
2275,25-07-2023,Woninginbraak
2313,29-07-2023,Woninginbraak
2341,26-07-2023,Woninginbraak
2343,27-07-2023,Woninginbraak
2343,27-07-2023,Woninginbraak
2377,24-07-2023,Woninginbraak
2402,25-07-2023,Woninginbraak
2496,23-07-2023,Woninginbraak
2512,27-07-2023,Woninginbraak
2518,24-07-2023,Woninginbraak
2521,24-07-2023,Woninginbraak
2524,23-07-2023,Woninginbraak
2525,29-07-2023,Woninginbraak
2552,25-07-2023,Poging tot woninginbraak
2552,23-07-2023,Woninginbraak
2564,26-07-2023,Poging tot woninginbraak
2564,25-07-2023,Poging tot woninginbraak
2582,29-07-2023,Woninginbraak
2587,27-07-2023,Woninginbraak
2597,24-07-2023,Woninginbraak
2614,24-07-2023,Woninginbraak
2623,28-07-2023,Woninginbraak
2623,24-07-2023,Woninginbraak
2678,28-07-2023,Woninginbraak
2681,29-07-2023,Woninginbraak
2681,26-07-2023,Woninginbraak
2685,23-07-2023,Woninginbraak
2692,24-07-2023,Poging tot woninginbraak
2694,27-07-2023,Poging tot woninginbraak
2712,23-07-2023,Poging tot woninginbraak
2726,24-07-2023,Woninginbraak
2771,24-07-2023,Woninginbraak
2801,29-07-2023,Poging tot woninginbraak
2804,26-07-2023,Woninginbraak
2806,27-07-2023,Woninginbraak
2841,26-07-2023,Poging tot woninginbraak
2841,26-07-2023,Woninginbraak
2904,28-07-2023,Poging tot woninginbraak
2906,28-07-2023,Woninginbraak
2911,24-07-2023,Woninginbraak
2935,23-07-2023,Poging tot woninginbraak
2982,27-07-2023,Woninginbraak
2985,24-07-2023,Woninginbraak
2987,25-07-2023,Woninginbraak
3031,24-07-2023,Woninginbraak
3052,23-07-2023,Woninginbraak
3054,25-07-2023,Woninginbraak
3061,25-07-2023,Woninginbraak
3063,28-07-2023,Woninginbraak
3063,23-07-2023,Woninginbraak
3065,29-07-2023,Woninginbraak
3065,25-07-2023,Woninginbraak
3067,28-07-2023,Woninginbraak
3069,23-07-2023,Poging tot woninginbraak
3071,28-07-2023,Woninginbraak
3072,26-07-2023,Woninginbraak
3073,24-07-2023,Woninginbraak
3078,23-07-2023,Woninginbraak
3079,23-07-2023,Woninginbraak
3081,23-07-2023,Woninginbraak
3085,28-07-2023,Woninginbraak
3112,25-07-2023,Poging tot woninginbraak
3118,23-07-2023,Woninginbraak
3135,24-07-2023,Woninginbraak
3144,29-07-2023,Woninginbraak
3191,29-07-2023,Woninginbraak
3195,26-07-2023,Woninginbraak
3214,23-07-2023,Woninginbraak
3232,26-07-2023,Woninginbraak
3314,23-07-2023,Poging tot woninginbraak
3317,29-07-2023,Poging tot woninginbraak
3342,24-07-2023,Poging tot woninginbraak
3362,28-07-2023,Woninginbraak
3362,27-07-2023,Poging tot woninginbraak
3362,26-07-2023,Woninginbraak
3402,24-07-2023,Woninginbraak
3411,27-07-2023,Woninginbraak
3434,24-07-2023,Poging tot woninginbraak
3481,28-07-2023,Poging tot woninginbraak
3511,28-07-2023,Woninginbraak
3512,28-07-2023,Woninginbraak
3513,24-07-2023,Woninginbraak
3521,26-07-2023,Poging tot woninginbraak
3522,25-07-2023,Poging tot woninginbraak
3527,24-07-2023,Woninginbraak
3531,28-07-2023,Woninginbraak
3531,25-07-2023,Woninginbraak
3531,23-07-2023,Woninginbraak
3544,28-07-2023,Poging tot woninginbraak
3554,29-07-2023,Woninginbraak
3555,29-07-2023,Woninginbraak
3564,28-07-2023,Woninginbraak
3571,26-07-2023,Woninginbraak
3572,29-07-2023,Woninginbraak
3572,23-07-2023,Woninginbraak
3573,24-07-2023,Woninginbraak
3648,28-07-2023,Woninginbraak
3703,23-07-2023,Poging tot woninginbraak
3703,23-07-2023,Woninginbraak
3704,26-07-2023,Poging tot woninginbraak
3708,28-07-2023,Woninginbraak
3708,27-07-2023,Woninginbraak
3721,24-07-2023,Woninginbraak
3721,24-07-2023,Woninginbraak
3739,28-07-2023,Woninginbraak
3765,29-07-2023,Poging tot woninginbraak
3772,28-07-2023,Woninginbraak
3781,24-07-2023,Woninginbraak
3781,23-07-2023,Woninginbraak
3811,23-07-2023,Woninginbraak
3812,23-07-2023,Poging tot woninginbraak
3813,29-07-2023,Woninginbraak
3813,27-07-2023,Poging tot woninginbraak
3813,23-07-2023,Woninginbraak
3824,29-07-2023,Woninginbraak
3825,28-07-2023,Woninginbraak
3825,25-07-2023,Poging tot woninginbraak
3853,24-07-2023,Woninginbraak
3863,28-07-2023,Woninginbraak
3882,29-07-2023,Woninginbraak
3882,26-07-2023,Poging tot woninginbraak
3882,26-07-2023,Poging tot woninginbraak
3882,23-07-2023,Woninginbraak
3901,28-07-2023,Woninginbraak
3904,28-07-2023,Woninginbraak
3904,26-07-2023,Woninginbraak
3905,25-07-2023,Poging tot woninginbraak
3905,24-07-2023,Woninginbraak
3911,25-07-2023,Poging tot woninginbraak
3991,29-07-2023,Poging tot woninginbraak
3993,29-07-2023,Poging tot woninginbraak
4053,23-07-2023,Woninginbraak
4102,23-07-2023,Poging tot woninginbraak
4116,25-07-2023,Woninginbraak
4142,28-07-2023,Poging tot woninginbraak
4205,23-07-2023,Woninginbraak
4268,24-07-2023,Woninginbraak
4335,29-07-2023,Woninginbraak
4421,29-07-2023,Woninginbraak
4421,28-07-2023,Poging tot woninginbraak
4561,24-07-2023,Woninginbraak
4569,24-07-2023,Woninginbraak
4613,27-07-2023,Woninginbraak
4613,26-07-2023,Woninginbraak
4614,28-07-2023,Woninginbraak
4614,27-07-2023,Woninginbraak
4625,24-07-2023,Woninginbraak
4651,27-07-2023,Woninginbraak
4714,25-07-2023,Woninginbraak
4724,23-07-2023,Woninginbraak
4812,29-07-2023,Woninginbraak
4814,28-07-2023,Woninginbraak
4834,29-07-2023,Poging tot woninginbraak
4844,27-07-2023,Woninginbraak
4875,27-07-2023,Woninginbraak
4901,23-07-2023,Woninginbraak
4904,27-07-2023,Woninginbraak
4931,26-07-2023,Woninginbraak
5014,23-07-2023,Woninginbraak
5021,25-07-2023,Woninginbraak
5025,29-07-2023,Woninginbraak
5025,28-07-2023,Woninginbraak
5025,26-07-2023,Woninginbraak
5038,23-07-2023,Woninginbraak
5046,26-07-2023,Woninginbraak
5091,25-07-2023,Woninginbraak
5103,27-07-2023,Woninginbraak
5113,27-07-2023,Woninginbraak
5113,23-07-2023,Woninginbraak
5151,27-07-2023,Woninginbraak
5211,28-07-2023,Woninginbraak
5231,23-07-2023,Woninginbraak
5241,28-07-2023,Woninginbraak
5261,26-07-2023,Woninginbraak
5271,29-07-2023,Woninginbraak
5347,28-07-2023,Woninginbraak
5371,28-07-2023,Poging tot woninginbraak
5384,29-07-2023,Woninginbraak
5411,24-07-2023,Woninginbraak
5427,26-07-2023,Poging tot woninginbraak
5453,27-07-2023,Poging tot woninginbraak
5453,27-07-2023,Poging tot woninginbraak
5453,27-07-2023,Woninginbraak
5525,24-07-2023,Woninginbraak
5595,25-07-2023,Woninginbraak
5612,25-07-2023,Woninginbraak
5615,27-07-2023,Woninginbraak
5629,24-07-2023,Woninginbraak
5652,23-07-2023,Woninginbraak
5655,26-07-2023,Woninginbraak
5664,28-07-2023,Woninginbraak
5671,29-07-2023,Woninginbraak
5672,25-07-2023,Woninginbraak
5682,29-07-2023,Woninginbraak
5683,26-07-2023,Woninginbraak
5701,29-07-2023,Woninginbraak
5701,29-07-2023,Woninginbraak
5706,28-07-2023,Woninginbraak
5706,24-07-2023,Woninginbraak
5707,28-07-2023,Woninginbraak
5712,24-07-2023,Woninginbraak
5751,29-07-2023,Woninginbraak
5751,27-07-2023,Woninginbraak
5801,27-07-2023,Woninginbraak
5854,29-07-2023,Poging tot woninginbraak
5911,26-07-2023,Woninginbraak
5912,25-07-2023,Woninginbraak
5913,24-07-2023,Woninginbraak
5914,24-07-2023,Poging tot woninginbraak
6002,29-07-2023,Poging tot woninginbraak
6002,23-07-2023,Woninginbraak
6004,27-07-2023,Poging tot woninginbraak
6006,27-07-2023,Woninginbraak
6041,29-07-2023,Poging tot woninginbraak
6041,26-07-2023,Woninginbraak
6041,23-07-2023,Poging tot woninginbraak
6044,26-07-2023,Poging tot woninginbraak
6065,26-07-2023,Poging tot woninginbraak
6129,25-07-2023,Woninginbraak
6134,24-07-2023,Poging tot woninginbraak
6134,24-07-2023,Poging tot woninginbraak
6136,27-07-2023,Woninginbraak
6162,24-07-2023,Poging tot woninginbraak
6164,24-07-2023,Poging tot woninginbraak
6221,27-07-2023,Woninginbraak
6221,23-07-2023,Woninginbraak
6221,23-07-2023,Woninginbraak
6224,29-07-2023,Woninginbraak
6224,27-07-2023,Poging tot woninginbraak
6224,25-07-2023,Woninginbraak
6224,23-07-2023,Woninginbraak
6271,27-07-2023,Woninginbraak
6301,25-07-2023,Woninginbraak
6325,24-07-2023,Woninginbraak
6371,27-07-2023,Woninginbraak
6415,26-07-2023,Woninginbraak
6419,27-07-2023,Woninginbraak
6525,25-07-2023,Woninginbraak
6534,24-07-2023,Poging tot woninginbraak
6673,23-07-2023,Woninginbraak
6691,27-07-2023,Poging tot woninginbraak
6705,23-07-2023,Poging tot woninginbraak
6708,25-07-2023,Woninginbraak
6715,23-07-2023,Poging tot woninginbraak
6814,24-07-2023,Poging tot woninginbraak
6821,25-07-2023,Poging tot woninginbraak
6826,28-07-2023,Woninginbraak
6833,26-07-2023,Woninginbraak
6835,24-07-2023,Woninginbraak
6844,27-07-2023,Woninginbraak
6846,24-07-2023,Woninginbraak
6991,25-07-2023,Poging tot woninginbraak
7137,26-07-2023,Woninginbraak
7204,26-07-2023,Woninginbraak
7241,25-07-2023,Poging tot woninginbraak
7241,23-07-2023,Poging tot woninginbraak
7312,26-07-2023,Woninginbraak
7314,26-07-2023,Woninginbraak
7328,28-07-2023,Poging tot woninginbraak
7329,29-07-2023,Woninginbraak
7329,27-07-2023,Woninginbraak
7424,24-07-2023,Woninginbraak
7462,24-07-2023,Woninginbraak
7468,24-07-2023,Poging tot woninginbraak
7481,27-07-2023,Woninginbraak
7511,26-07-2023,Woninginbraak
7531,27-07-2023,Woninginbraak
7585,25-07-2023,Woninginbraak
7604,29-07-2023,Woninginbraak
7606,29-07-2023,Woninginbraak
7608,29-07-2023,Woninginbraak
7622,24-07-2023,Woninginbraak
7701,29-07-2023,Woninginbraak
7735,29-07-2023,Woninginbraak
8011,26-07-2023,Woninginbraak
8021,28-07-2023,Woninginbraak
8021,28-07-2023,Woninginbraak
8043,27-07-2023,Woninginbraak
8043,27-07-2023,Woninginbraak
8051,24-07-2023,Woninginbraak
8321,25-07-2023,Woninginbraak
8471,29-07-2023,Woninginbraak
8601,29-07-2023,Poging tot woninginbraak
8605,28-07-2023,Woninginbraak
8607,29-07-2023,Woninginbraak
8862,28-07-2023,Woninginbraak
8872,29-07-2023,Woninginbraak
8918,28-07-2023,Poging tot woninginbraak
8921,25-07-2023,Woninginbraak
8939,28-07-2023,Woninginbraak
8939,27-07-2023,Woninginbraak
9031,24-07-2023,Woninginbraak
9076,23-07-2023,Poging tot woninginbraak
9101,26-07-2023,Woninginbraak
9101,25-07-2023,Woninginbraak
9135,27-07-2023,Woninginbraak
9155,29-07-2023,Woninginbraak
9203,23-07-2023,Woninginbraak
9254,27-07-2023,Woninginbraak
9285,23-07-2023,Poging tot woninginbraak
9285,23-07-2023,Woninginbraak
9285,23-07-2023,Woninginbraak
9285,23-07-2023,Woninginbraak
9602,24-07-2023,Woninginbraak
9671,27-07-2023,Woninginbraak
9688,25-07-2023,Woninginbraak
9712,26-07-2023,Woninginbraak
9712,24-07-2023,Woninginbraak
9714,26-07-2023,Woninginbraak
9714,26-07-2023,Woninginbraak
9715,26-07-2023,Woninginbraak
9721,24-07-2023,Woninginbraak
9731,26-07-2023,Woninginbraak
9731,23-07-2023,Woninginbraak
9742,27-07-2023,Woninginbraak
9743,24-07-2023,Woninginbraak
9921,26-07-2023,Woninginbraak
9944,28-07-2023,Woninginbraak
9989,25-07-2023,Woninginbraak
1011,05-08-2023,Woninginbraak
1011,30-07-2023,Woninginbraak
1012,02-08-2023,Woninginbraak
1016,04-08-2023,Woninginbraak
1017,01-08-2023,Poging tot woninginbraak
1017,30-07-2023,Woninginbraak
1019,30-07-2023,Woninginbraak
1025,30-07-2023,Woninginbraak
1031,02-08-2023,Poging tot woninginbraak
1033,02-08-2023,Woninginbraak
1052,02-08-2023,Woninginbraak
1054,31-07-2023,Poging tot woninginbraak
1058,04-08-2023,Woninginbraak
1060,04-08-2023,Woninginbraak
1062,31-07-2023,Woninginbraak
1064,04-08-2023,Poging tot woninginbraak
1071,05-08-2023,Woninginbraak
1071,01-08-2023,Poging tot woninginbraak
1072,30-07-2023,Woninginbraak
1073,30-07-2023,Woninginbraak
1076,01-08-2023,Woninginbraak
1079,02-08-2023,Woninginbraak
1082,03-08-2023,Woninginbraak
1083,02-08-2023,Woninginbraak
1091,05-08-2023,Woninginbraak
1091,03-08-2023,Woninginbraak
1102,03-08-2023,Poging tot woninginbraak
1102,30-07-2023,Woninginbraak
1103,05-08-2023,Woninginbraak
1103,30-07-2023,Woninginbraak
1103,30-07-2023,Woninginbraak
1106,01-08-2023,Woninginbraak
1111,01-08-2023,Woninginbraak
1112,30-07-2023,Woninginbraak
1112,30-07-2023,Woninginbraak
1141,05-08-2023,Woninginbraak
1141,05-08-2023,Woninginbraak
1151,31-07-2023,Woninginbraak
1181,03-08-2023,Poging tot woninginbraak
1181,30-07-2023,Poging tot woninginbraak
1183,01-08-2023,Woninginbraak
1185,02-08-2023,Poging tot woninginbraak
1186,04-08-2023,Woninginbraak
1188,02-08-2023,Poging tot woninginbraak
1191,05-08-2023,Woninginbraak
1221,01-08-2023,Woninginbraak
1311,04-08-2023,Woninginbraak
1312,31-07-2023,Woninginbraak
1324,03-08-2023,Woninginbraak
1336,02-08-2023,Poging tot woninginbraak
1338,04-08-2023,Woninginbraak
1355,04-08-2023,Woninginbraak
1391,30-07-2023,Woninginbraak
1391,30-07-2023,Woninginbraak
1403,02-08-2023,Woninginbraak
1406,31-07-2023,Poging tot woninginbraak
1431,31-07-2023,Woninginbraak
1703,03-08-2023,Woninginbraak
1715,01-08-2023,Poging tot woninginbraak
1715,01-08-2023,Woninginbraak
1723,04-08-2023,Woninginbraak
1741,31-07-2023,Poging tot woninginbraak
1759,30-07-2023,Poging tot woninginbraak
1771,31-07-2023,Poging tot woninginbraak
1774,04-08-2023,Poging tot woninginbraak
1774,04-08-2023,Woninginbraak
1778,04-08-2023,Woninginbraak
1779,02-08-2023,Woninginbraak
1787,31-07-2023,Poging tot woninginbraak
1795,03-08-2023,Woninginbraak
1852,30-07-2023,Woninginbraak
1901,03-08-2023,Woninginbraak
1965,04-08-2023,Woninginbraak
2015,04-08-2023,Woninginbraak
2022,03-08-2023,Poging tot woninginbraak
2101,31-07-2023,Woninginbraak
2132,03-08-2023,Woninginbraak
2133,04-08-2023,Woninginbraak
2134,03-08-2023,Woninginbraak
2134,03-08-2023,Woninginbraak
2135,03-08-2023,Woninginbraak
2151,30-07-2023,Woninginbraak
2201,05-08-2023,Poging tot woninginbraak
2203,01-08-2023,Woninginbraak
2211,03-08-2023,Woninginbraak
2225,04-08-2023,Woninginbraak
2231,03-08-2023,Woninginbraak
2242,31-07-2023,Woninginbraak
2252,04-08-2023,Woninginbraak
2273,03-08-2023,Poging tot woninginbraak
2275,04-08-2023,Woninginbraak
2275,31-07-2023,Woninginbraak
2283,05-08-2023,Poging tot woninginbraak
2283,05-08-2023,Poging tot woninginbraak
2283,05-08-2023,Poging tot woninginbraak
2283,05-08-2023,Poging tot woninginbraak
2283,05-08-2023,Poging tot woninginbraak
2283,05-08-2023,Poging tot woninginbraak
2283,05-08-2023,Woninginbraak
2285,05-08-2023,Poging tot woninginbraak
2285,05-08-2023,Woninginbraak
2285,04-08-2023,Poging tot woninginbraak
2285,04-08-2023,Woninginbraak
2285,02-08-2023,Woninginbraak
2286,04-08-2023,Woninginbraak
2287,04-08-2023,Woninginbraak
2313,31-07-2023,Poging tot woninginbraak
2316,04-08-2023,Woninginbraak
2353,02-08-2023,Poging tot woninginbraak
2496,31-07-2023,Poging tot woninginbraak
2516,31-07-2023,Woninginbraak
2521,03-08-2023,Woninginbraak
2521,02-08-2023,Woninginbraak
2532,30-07-2023,Poging tot woninginbraak
2532,30-07-2023,Woninginbraak
2548,30-07-2023,Woninginbraak
2553,04-08-2023,Woninginbraak
2566,04-08-2023,Woninginbraak
2584,04-08-2023,Woninginbraak
2596,02-08-2023,Poging tot woninginbraak
