Postcode,Datum,Soort
2033,13-08-2023,Woninginbraak
2034,16-08-2023,Woninginbraak
2037,19-08-2023,Poging tot woninginbraak
2061,14-08-2023,Woninginbraak
2071,14-08-2023,Woninginbraak
2132,14-08-2023,Poging tot woninginbraak
2161,19-08-2023,Woninginbraak
2241,18-08-2023,Poging tot woninginbraak
2243,17-08-2023,Woninginbraak
2264,16-08-2023,Woninginbraak
2284,17-08-2023,Woninginbraak
2284,16-08-2023,Woninginbraak
2311,13-08-2023,Poging tot woninginbraak
2312,16-08-2023,Woninginbraak
2324,17-08-2023,Woninginbraak
2324,14-08-2023,Woninginbraak
2408,13-08-2023,Poging tot woninginbraak
2411,13-08-2023,Woninginbraak
2517,19-08-2023,Woninginbraak
2517,14-08-2023,Woninginbraak
2518,15-08-2023,Woninginbraak
2518,15-08-2023,Woninginbraak
2518,14-08-2023,Woninginbraak
2525,19-08-2023,Poging tot woninginbraak
2541,13-08-2023,Woninginbraak
2544,15-08-2023,Poging tot woninginbraak
2545,14-08-2023,Woninginbraak
2547,18-08-2023,Woninginbraak
2547,17-08-2023,Woninginbraak
2548,19-08-2023,Woninginbraak
2548,17-08-2023,Poging tot woninginbraak
2548,16-08-2023,Woninginbraak
2548,15-08-2023,Poging tot woninginbraak
2548,14-08-2023,Poging tot woninginbraak
2552,13-08-2023,Poging tot woninginbraak
2555,14-08-2023,Woninginbraak
2565,18-08-2023,Woninginbraak
2566,14-08-2023,Poging tot woninginbraak
2587,16-08-2023,Woninginbraak
2594,18-08-2023,Woninginbraak
2596,13-08-2023,Woninginbraak
2597,13-08-2023,Poging tot woninginbraak
2622,14-08-2023,Woninginbraak
2642,16-08-2023,Poging tot woninginbraak
2651,16-08-2023,Woninginbraak
2651,15-08-2023,Poging tot woninginbraak
2681,14-08-2023,Woninginbraak
2691,16-08-2023,Woninginbraak
2712,15-08-2023,Woninginbraak
2716,14-08-2023,Woninginbraak
2728,17-08-2023,Woninginbraak
2729,16-08-2023,Woninginbraak
2752,18-08-2023,Woninginbraak
2771,17-08-2023,Poging tot woninginbraak
2841,19-08-2023,Woninginbraak
2861,14-08-2023,Woninginbraak
2903,16-08-2023,Poging tot woninginbraak
2905,16-08-2023,Woninginbraak
2906,16-08-2023,Woninginbraak
2907,19-08-2023,Woninginbraak
2908,16-08-2023,Poging tot woninginbraak
2983,18-08-2023,Woninginbraak
2991,13-08-2023,Woninginbraak
2993,16-08-2023,Poging tot woninginbraak
3011,14-08-2023,Woninginbraak
3025,16-08-2023,Woninginbraak
3035,13-08-2023,Poging tot woninginbraak
3038,15-08-2023,Woninginbraak
3051,14-08-2023,Poging tot woninginbraak
3053,14-08-2023,Poging tot woninginbraak
3055,19-08-2023,Woninginbraak
3062,14-08-2023,Woninginbraak
3066,15-08-2023,Woninginbraak
3076,16-08-2023,Poging tot woninginbraak
3077,19-08-2023,Woninginbraak
3078,14-08-2023,Woninginbraak
3079,16-08-2023,Woninginbraak
3083,19-08-2023,Poging tot woninginbraak
3083,16-08-2023,Woninginbraak
3085,18-08-2023,Woninginbraak
3117,16-08-2023,Woninginbraak
3118,18-08-2023,Woninginbraak
3119,18-08-2023,Woninginbraak
3134,14-08-2023,Woninginbraak
3137,15-08-2023,Poging tot woninginbraak
3151,18-08-2023,Poging tot woninginbraak
3161,18-08-2023,Poging tot woninginbraak
3161,16-08-2023,Poging tot woninginbraak
3192,17-08-2023,Poging tot woninginbraak
3221,15-08-2023,Woninginbraak
3223,17-08-2023,Woninginbraak
3232,17-08-2023,Woninginbraak
3237,17-08-2023,Poging tot woninginbraak
3237,17-08-2023,Woninginbraak
3295,14-08-2023,Woninginbraak
3299,17-08-2023,Woninginbraak
3314,19-08-2023,Woninginbraak
3314,17-08-2023,Woninginbraak
3315,18-08-2023,Woninginbraak
3317,18-08-2023,Woninginbraak
3343,16-08-2023,Woninginbraak
3401,14-08-2023,Woninginbraak
3417,18-08-2023,Woninginbraak
3445,16-08-2023,Woninginbraak
3454,16-08-2023,Woninginbraak
3471,13-08-2023,Woninginbraak
3471,13-08-2023,Woninginbraak
3511,13-08-2023,Woninginbraak
3512,19-08-2023,Poging tot woninginbraak
3521,17-08-2023,Woninginbraak
3524,15-08-2023,Woninginbraak
3527,14-08-2023,Woninginbraak
3553,17-08-2023,Woninginbraak
3564,17-08-2023,Poging tot woninginbraak
3564,16-08-2023,Poging tot woninginbraak
3571,19-08-2023,Woninginbraak
3601,14-08-2023,Woninginbraak
3602,17-08-2023,Woninginbraak
3621,17-08-2023,Poging tot woninginbraak
3632,16-08-2023,Poging tot woninginbraak
3712,16-08-2023,Woninginbraak
3721,14-08-2023,Poging tot woninginbraak
3723,16-08-2023,Poging tot woninginbraak
3731,15-08-2023,Woninginbraak
3738,19-08-2023,Woninginbraak
3738,13-08-2023,Woninginbraak
3768,13-08-2023,Woninginbraak
3771,13-08-2023,Woninginbraak
3813,14-08-2023,Poging tot woninginbraak
3813,14-08-2023,Woninginbraak
3815,18-08-2023,Woninginbraak
3815,13-08-2023,Woninginbraak
3833,14-08-2023,Poging tot woninginbraak
3862,13-08-2023,Poging tot woninginbraak
3931,14-08-2023,Woninginbraak
3941,15-08-2023,Poging tot woninginbraak
3991,14-08-2023,Poging tot woninginbraak
3994,18-08-2023,Woninginbraak
4102,13-08-2023,Woninginbraak
4386,17-08-2023,Poging tot woninginbraak
4461,16-08-2023,Woninginbraak
4564,14-08-2023,Woninginbraak
4571,19-08-2023,Woninginbraak
4613,16-08-2023,Woninginbraak
4623,19-08-2023,Woninginbraak
4623,17-08-2023,Woninginbraak
4645,14-08-2023,Poging tot woninginbraak
4661,16-08-2023,Woninginbraak
4715,16-08-2023,Woninginbraak
4811,19-08-2023,Woninginbraak
4812,14-08-2023,Poging tot woninginbraak
4908,15-08-2023,Woninginbraak
4908,13-08-2023,Woninginbraak
4941,15-08-2023,Woninginbraak
5014,18-08-2023,Woninginbraak
5014,13-08-2023,Woninginbraak
5038,16-08-2023,Woninginbraak
5038,15-08-2023,Woninginbraak
5046,15-08-2023,Poging tot woninginbraak
5056,19-08-2023,Woninginbraak
5062,19-08-2023,Woninginbraak
5071,16-08-2023,Woninginbraak
5071,16-08-2023,Woninginbraak
5081,18-08-2023,Poging tot woninginbraak
5081,18-08-2023,Woninginbraak
5161,13-08-2023,Poging tot woninginbraak
5216,17-08-2023,Woninginbraak
5216,14-08-2023,Woninginbraak
5223,18-08-2023,Woninginbraak
5223,15-08-2023,Poging tot woninginbraak
5224,16-08-2023,Woninginbraak
5233,15-08-2023,Poging tot woninginbraak
5252,19-08-2023,Poging tot woninginbraak
5258,13-08-2023,Woninginbraak
5266,18-08-2023,Woninginbraak
5291,17-08-2023,Woninginbraak
5328,19-08-2023,Poging tot woninginbraak
5343,17-08-2023,Woninginbraak
5401,18-08-2023,Woninginbraak
5427,16-08-2023,Woninginbraak
5427,15-08-2023,Woninginbraak
5501,15-08-2023,Poging tot woninginbraak
5504,19-08-2023,Woninginbraak
5511,16-08-2023,Poging tot woninginbraak
5534,14-08-2023,Woninginbraak
5582,18-08-2023,Woninginbraak
5582,14-08-2023,Woninginbraak
5612,16-08-2023,Poging tot woninginbraak
5615,15-08-2023,Woninginbraak
5616,14-08-2023,Woninginbraak
5622,17-08-2023,Poging tot woninginbraak
5624,13-08-2023,Poging tot woninginbraak
5627,17-08-2023,Woninginbraak
5629,15-08-2023,Woninginbraak
5644,18-08-2023,Woninginbraak
5644,15-08-2023,Woninginbraak
5653,15-08-2023,Woninginbraak
5653,14-08-2023,Woninginbraak
5654,17-08-2023,Poging tot woninginbraak
5654,16-08-2023,Woninginbraak
5658,18-08-2023,Woninginbraak
5684,16-08-2023,Poging tot woninginbraak
5701,16-08-2023,Woninginbraak
5705,19-08-2023,Woninginbraak
5711,13-08-2023,Woninginbraak
5752,14-08-2023,Woninginbraak
5761,18-08-2023,Woninginbraak
5761,14-08-2023,Poging tot woninginbraak
5764,16-08-2023,Woninginbraak
5813,18-08-2023,Poging tot woninginbraak
5831,18-08-2023,Woninginbraak
5924,18-08-2023,Poging tot woninginbraak
5951,18-08-2023,Woninginbraak
5961,13-08-2023,Woninginbraak
5981,16-08-2023,Woninginbraak
5988,16-08-2023,Woninginbraak
6021,15-08-2023,Poging tot woninginbraak
6095,13-08-2023,Woninginbraak
6137,15-08-2023,Poging tot woninginbraak
6191,19-08-2023,Poging tot woninginbraak
6214,19-08-2023,Woninginbraak
6215,18-08-2023,Woninginbraak
6221,18-08-2023,Woninginbraak
6222,16-08-2023,Woninginbraak
6245,13-08-2023,Poging tot woninginbraak
6247,17-08-2023,Woninginbraak
6373,15-08-2023,Poging tot woninginbraak
6414,17-08-2023,Woninginbraak
6415,14-08-2023,Woninginbraak
6442,19-08-2023,Poging tot woninginbraak
6456,15-08-2023,Poging tot woninginbraak
6521,18-08-2023,Woninginbraak
6522,14-08-2023,Woninginbraak
6525,13-08-2023,Woninginbraak
6537,16-08-2023,Woninginbraak
6537,14-08-2023,Poging tot woninginbraak
6537,13-08-2023,Woninginbraak
6651,13-08-2023,Poging tot woninginbraak
6712,13-08-2023,Woninginbraak
6843,13-08-2023,Woninginbraak
6851,17-08-2023,Woninginbraak
6921,15-08-2023,Woninginbraak
6942,15-08-2023,Woninginbraak
7036,18-08-2023,Poging tot woninginbraak
7051,13-08-2023,Woninginbraak
7122,14-08-2023,Poging tot woninginbraak
7201,19-08-2023,Woninginbraak
7322,18-08-2023,Poging tot woninginbraak
7322,18-08-2023,Woninginbraak
7437,15-08-2023,Woninginbraak
7442,17-08-2023,Woninginbraak
7513,18-08-2023,Poging tot woninginbraak
7513,18-08-2023,Woninginbraak
7531,17-08-2023,Woninginbraak
7532,14-08-2023,Poging tot woninginbraak
7559,19-08-2023,Poging tot woninginbraak
7573,13-08-2023,Woninginbraak
7607,16-08-2023,Poging tot woninginbraak
7671,16-08-2023,Poging tot woninginbraak
7692,13-08-2023,Woninginbraak
7741,16-08-2023,Woninginbraak
7783,16-08-2023,Poging tot woninginbraak
7815,17-08-2023,Woninginbraak
7823,14-08-2023,Woninginbraak
7913,15-08-2023,Woninginbraak
7933,14-08-2023,Poging tot woninginbraak
8014,14-08-2023,Poging tot woninginbraak
8081,16-08-2023,Woninginbraak
8081,16-08-2023,Woninginbraak
8102,13-08-2023,Poging tot woninginbraak
8102,13-08-2023,Woninginbraak
8302,19-08-2023,Poging tot woninginbraak
8302,19-08-2023,Woninginbraak
8442,19-08-2023,Poging tot woninginbraak
8447,16-08-2023,Woninginbraak
8471,17-08-2023,Woninginbraak
8501,16-08-2023,Woninginbraak
8531,19-08-2023,Woninginbraak
8608,19-08-2023,Woninginbraak
8935,17-08-2023,Woninginbraak
9103,16-08-2023,Woninginbraak
9251,19-08-2023,Poging tot woninginbraak
9365,17-08-2023,Poging tot woninginbraak
9404,18-08-2023,Woninginbraak
9404,18-08-2023,Woninginbraak
9404,18-08-2023,Woninginbraak
9404,17-08-2023,Poging tot woninginbraak
9404,17-08-2023,Woninginbraak
9404,16-08-2023,Woninginbraak
9491,17-08-2023,Poging tot woninginbraak
9493,16-08-2023,Woninginbraak
9561,18-08-2023,Woninginbraak
9561,15-08-2023,Woninginbraak
9602,17-08-2023,Woninginbraak
9711,14-08-2023,Woninginbraak
9711,13-08-2023,Woninginbraak
9712,17-08-2023,Woninginbraak
9713,19-08-2023,Woninginbraak
9713,18-08-2023,Poging tot woninginbraak
9715,17-08-2023,Woninginbraak
9715,15-08-2023,Woninginbraak
9715,15-08-2023,Woninginbraak
9718,15-08-2023,Woninginbraak
9724,14-08-2023,Woninginbraak
9741,13-08-2023,Woninginbraak
9745,19-08-2023,Woninginbraak
9792,18-08-2023,Woninginbraak
9792,18-08-2023,Woninginbraak
9792,18-08-2023,Woninginbraak
9798,18-08-2023,Woninginbraak
9798,18-08-2023,Woninginbraak
9919,19-08-2023,Poging tot woninginbraak
9919,13-08-2023,Woninginbraak
9991,14-08-2023,Poging tot woninginbraak
1012,24-08-2023,Poging tot woninginbraak
1012,20-08-2023,Woninginbraak
1015,23-08-2023,Woninginbraak
1031,24-08-2023,Woninginbraak
1051,26-08-2023,Woninginbraak
1052,26-08-2023,Woninginbraak
1055,25-08-2023,Woninginbraak
1055,22-08-2023,Woninginbraak
1056,20-08-2023,Poging tot woninginbraak
1059,22-08-2023,Woninginbraak
1060,21-08-2023,Poging tot woninginbraak
1068,26-08-2023,Woninginbraak
1069,26-08-2023,Woninginbraak
1071,20-08-2023,Poging tot woninginbraak
1071,20-08-2023,Woninginbraak
1077,20-08-2023,Poging tot woninginbraak
1078,20-08-2023,Woninginbraak
1079,25-08-2023,Poging tot woninginbraak
1081,26-08-2023,Poging tot woninginbraak
1082,25-08-2023,Woninginbraak
1087,21-08-2023,Poging tot woninginbraak
1095,25-08-2023,Woninginbraak
1102,26-08-2023,Poging tot woninginbraak
1104,26-08-2023,Woninginbraak
1107,23-08-2023,Poging tot woninginbraak
1181,23-08-2023,Poging tot woninginbraak
1181,21-08-2023,Poging tot woninginbraak
1183,26-08-2023,Woninginbraak
1183,25-08-2023,Poging tot woninginbraak
1183,22-08-2023,Woninginbraak
1185,25-08-2023,Poging tot woninginbraak
1185,21-08-2023,Woninginbraak
1186,22-08-2023,Poging tot woninginbraak
1213,24-08-2023,Woninginbraak
1215,23-08-2023,Poging tot woninginbraak
1261,25-08-2023,Poging tot woninginbraak
1261,23-08-2023,Poging tot woninginbraak
1272,21-08-2023,Woninginbraak
1323,25-08-2023,Poging tot woninginbraak
1339,23-08-2023,Woninginbraak
1339,20-08-2023,Woninginbraak
1363,26-08-2023,Woninginbraak
1393,25-08-2023,Woninginbraak
1394,26-08-2023,Woninginbraak
1398,23-08-2023,Woninginbraak
1399,26-08-2023,Woninginbraak
1403,20-08-2023,Poging tot woninginbraak
1404,24-08-2023,Woninginbraak
1406,25-08-2023,Woninginbraak
1412,23-08-2023,Poging tot woninginbraak
1422,25-08-2023,Woninginbraak
1443,21-08-2023,Woninginbraak
1447,23-08-2023,Poging tot woninginbraak
1462,20-08-2023,Poging tot woninginbraak
1503,25-08-2023,Poging tot woninginbraak
1511,23-08-2023,Woninginbraak
1511,20-08-2023,Woninginbraak
1566,24-08-2023,Woninginbraak
1613,20-08-2023,Woninginbraak
1619,21-08-2023,Woninginbraak
1702,21-08-2023,Woninginbraak
1785,21-08-2023,Poging tot woninginbraak
1814,22-08-2023,Woninginbraak
1851,23-08-2023,Woninginbraak
1861,21-08-2023,Woninginbraak
1961,26-08-2023,Woninginbraak
1964,20-08-2023,Poging tot woninginbraak
1965,24-08-2023,Woninginbraak
2012,23-08-2023,Woninginbraak
2033,20-08-2023,Poging tot woninginbraak
2041,21-08-2023,Woninginbraak
2071,24-08-2023,Poging tot woninginbraak
2102,26-08-2023,Woninginbraak
2121,26-08-2023,Woninginbraak
2121,20-08-2023,Woninginbraak
2132,26-08-2023,Woninginbraak
2156,20-08-2023,Woninginbraak
2241,22-08-2023,Woninginbraak
2241,21-08-2023,Poging tot woninginbraak
2241,20-08-2023,Woninginbraak
2242,20-08-2023,Woninginbraak
2244,25-08-2023,Woninginbraak
2265,22-08-2023,Woninginbraak
2273,25-08-2023,Woninginbraak
2275,22-08-2023,Woninginbraak
2282,22-08-2023,Woninginbraak
2283,24-08-2023,Poging tot woninginbraak
2286,22-08-2023,Woninginbraak
2351,23-08-2023,Poging tot woninginbraak
2351,22-08-2023,Poging tot woninginbraak
2496,23-08-2023,Woninginbraak
2521,23-08-2023,Woninginbraak
2523,25-08-2023,Woninginbraak
2524,22-08-2023,Woninginbraak
2533,21-08-2023,Woninginbraak
2542,25-08-2023,Woninginbraak
2544,22-08-2023,Woninginbraak
2544,20-08-2023,Woninginbraak
2545,25-08-2023,Poging tot woninginbraak
2551,21-08-2023,Poging tot woninginbraak
2552,23-08-2023,Woninginbraak
2585,21-08-2023,Woninginbraak
2585,21-08-2023,Woninginbraak
2595,22-08-2023,Poging tot woninginbraak
2596,23-08-2023,Woninginbraak
2612,20-08-2023,Poging tot woninginbraak
2631,21-08-2023,Woninginbraak
2651,20-08-2023,Woninginbraak
2671,22-08-2023,Poging tot woninginbraak
2685,22-08-2023,Woninginbraak
2721,23-08-2023,Poging tot woninginbraak
2725,27-08-2023,Woninginbraak
2728,27-08-2023,Woninginbraak
2802,20-08-2023,Woninginbraak
2991,26-08-2023,Woninginbraak
2993,20-08-2023,Woninginbraak
2995,20-08-2023,Poging tot woninginbraak
3014,21-08-2023,Woninginbraak
3015,27-08-2023,Woninginbraak
3055,25-08-2023,Woninginbraak
3069,24-08-2023,Poging tot woninginbraak
3072,23-08-2023,Woninginbraak
3072,23-08-2023,Woninginbraak
3072,23-08-2023,Woninginbraak
3073,21-08-2023,Woninginbraak
3076,20-08-2023,Woninginbraak
3079,20-08-2023,Woninginbraak
3117,27-08-2023,Woninginbraak
3117,21-08-2023,Woninginbraak
3137,22-08-2023,Woninginbraak
3161,27-08-2023,Woninginbraak
3192,22-08-2023,Woninginbraak
3201,21-08-2023,Woninginbraak
3233,27-08-2023,Woninginbraak
3233,24-08-2023,Poging tot woninginbraak
3317,25-08-2023,Woninginbraak
3317,21-08-2023,Woninginbraak
3317,21-08-2023,Woninginbraak
3319,24-08-2023,Woninginbraak
3361,22-08-2023,Poging tot woninginbraak
3362,21-08-2023,Poging tot woninginbraak
3401,23-08-2023,Poging tot woninginbraak
3417,22-08-2023,Woninginbraak
3434,24-08-2023,Woninginbraak
3436,24-08-2023,Woninginbraak
3436,22-08-2023,Woninginbraak
3438,24-08-2023,Woninginbraak
3445,20-08-2023,Woninginbraak
3453,20-08-2023,Poging tot woninginbraak
3471,27-08-2023,Woninginbraak
3481,24-08-2023,Poging tot woninginbraak
3514,27-08-2023,Poging tot woninginbraak
3527,26-08-2023,Woninginbraak
3584,27-08-2023,Woninginbraak
3621,22-08-2023,Woninginbraak
3633,27-08-2023,Woninginbraak
3648,23-08-2023,Woninginbraak
3705,22-08-2023,Woninginbraak
3752,23-08-2023,Woninginbraak
3755,23-08-2023,Poging tot woninginbraak
3812,22-08-2023,Woninginbraak
3814,25-08-2023,Woninginbraak
3817,23-08-2023,Poging tot woninginbraak
3862,20-08-2023,Woninginbraak
3871,24-08-2023,Poging tot woninginbraak
3904,26-08-2023,Woninginbraak
3911,25-08-2023,Woninginbraak
3911,24-08-2023,Poging tot woninginbraak
3941,22-08-2023,Woninginbraak
4043,26-08-2023,Woninginbraak
4102,22-08-2023,Woninginbraak
4105,24-08-2023,Woninginbraak
4133,24-08-2023,Woninginbraak
4285,23-08-2023,Woninginbraak
4382,23-08-2023,Woninginbraak
4436,26-08-2023,Woninginbraak
4453,25-08-2023,Woninginbraak
4453,21-08-2023,Woninginbraak
4463,25-08-2023,Poging tot woninginbraak
4532,27-08-2023,Woninginbraak
4532,22-08-2023,Woninginbraak
4532,21-08-2023,Woninginbraak
4541,27-08-2023,Woninginbraak
4701,25-08-2023,Woninginbraak
4703,24-08-2023,Poging tot woninginbraak
4726,26-08-2023,Woninginbraak
4726,26-08-2023,Woninginbraak
4727,21-08-2023,Woninginbraak
4731,21-08-2023,Woninginbraak
4818,25-08-2023,Woninginbraak
5013,24-08-2023,Woninginbraak
5017,27-08-2023,Woninginbraak
5021,25-08-2023,Woninginbraak
5021,23-08-2023,Woninginbraak
5025,24-08-2023,Woninginbraak
5025,20-08-2023,Woninginbraak
5037,26-08-2023,Woninginbraak
5041,27-08-2023,Woninginbraak
5044,25-08-2023,Woninginbraak
5046,20-08-2023,Poging tot woninginbraak
5062,23-08-2023,Woninginbraak
5062,22-08-2023,Woninginbraak
5066,21-08-2023,Poging tot woninginbraak
5066,21-08-2023,Woninginbraak
5081,22-08-2023,Woninginbraak
5111,23-08-2023,Woninginbraak
5141,21-08-2023,Woninginbraak
5152,23-08-2023,Woninginbraak
5171,21-08-2023,Woninginbraak
5212,22-08-2023,Woninginbraak
5216,23-08-2023,Poging tot woninginbraak
5241,27-08-2023,Woninginbraak
5241,26-08-2023,Poging tot woninginbraak
5342,24-08-2023,Woninginbraak
5397,22-08-2023,Woninginbraak
5401,22-08-2023,Woninginbraak
5411,23-08-2023,Woninginbraak
5437,27-08-2023,Woninginbraak
5445,21-08-2023,Woninginbraak
5451,22-08-2023,Woninginbraak
5463,20-08-2023,Woninginbraak
5521,21-08-2023,Woninginbraak
5556,22-08-2023,Woninginbraak
5611,24-08-2023,Woninginbraak
5611,23-08-2023,Woninginbraak
5612,27-08-2023,Woninginbraak
5612,25-08-2023,Woninginbraak
5615,23-08-2023,Woninginbraak
5616,27-08-2023,Woninginbraak
5616,25-08-2023,Woninginbraak
5622,27-08-2023,Woninginbraak
5623,23-08-2023,Woninginbraak
5624,27-08-2023,Poging tot woninginbraak
5629,24-08-2023,Poging tot woninginbraak
5629,20-08-2023,Poging tot woninginbraak
5654,24-08-2023,Poging tot woninginbraak
5654,23-08-2023,Woninginbraak
5671,24-08-2023,Woninginbraak
5684,20-08-2023,Woninginbraak
5685,20-08-2023,Woninginbraak
5701,20-08-2023,Woninginbraak
5702,25-08-2023,Woninginbraak
5704,23-08-2023,Poging tot woninginbraak
5724,24-08-2023,Woninginbraak
5751,22-08-2023,Woninginbraak
5813,25-08-2023,Poging tot woninginbraak
5813,25-08-2023,Woninginbraak
5831,23-08-2023,Woninginbraak
5831,21-08-2023,Woninginbraak
5845,23-08-2023,Woninginbraak
5924,24-08-2023,Woninginbraak
5935,23-08-2023,Woninginbraak
5961,26-08-2023,Woninginbraak
5993,23-08-2023,Woninginbraak
6021,20-08-2023,Woninginbraak
6026,23-08-2023,Woninginbraak
6031,24-08-2023,Poging tot woninginbraak
6041,26-08-2023,Poging tot woninginbraak
6043,27-08-2023,Woninginbraak
6049,24-08-2023,Woninginbraak
6135,27-08-2023,Woninginbraak
6163,25-08-2023,Poging tot woninginbraak
6191,21-08-2023,Woninginbraak
6211,23-08-2023,Woninginbraak
6211,22-08-2023,Poging tot woninginbraak
6211,22-08-2023,Woninginbraak
6228,20-08-2023,Poging tot woninginbraak
6245,21-08-2023,Woninginbraak
6271,24-08-2023,Woninginbraak
6365,22-08-2023,Woninginbraak
6371,22-08-2023,Woninginbraak
6374,23-08-2023,Woninginbraak
6412,20-08-2023,Poging tot woninginbraak
6417,20-08-2023,Woninginbraak
6431,26-08-2023,Woninginbraak
6442,21-08-2023,Woninginbraak
6524,26-08-2023,Woninginbraak
6524,23-08-2023,Woninginbraak
6537,20-08-2023,Poging tot woninginbraak
6561,23-08-2023,Woninginbraak
6605,22-08-2023,Woninginbraak
6605,21-08-2023,Woninginbraak
6615,26-08-2023,Poging tot woninginbraak
6641,25-08-2023,Woninginbraak
6661,25-08-2023,Poging tot woninginbraak
6681,24-08-2023,Woninginbraak
6708,23-08-2023,Woninginbraak
6708,21-08-2023,Woninginbraak
6716,27-08-2023,Woninginbraak
6814,25-08-2023,Woninginbraak
6821,25-08-2023,Woninginbraak
6821,22-08-2023,Woninginbraak
6828,20-08-2023,Poging tot woninginbraak
6833,25-08-2023,Poging tot woninginbraak
6891,22-08-2023,Woninginbraak
6942,27-08-2023,Poging tot woninginbraak
7051,21-08-2023,Woninginbraak
7165,21-08-2023,Woninginbraak
7207,24-08-2023,Woninginbraak
7321,26-08-2023,Woninginbraak
7322,22-08-2023,Poging tot woninginbraak
7411,25-08-2023,Woninginbraak
7411,20-08-2023,Woninginbraak
7412,23-08-2023,Woninginbraak
7461,20-08-2023,Woninginbraak
7462,20-08-2023,Woninginbraak
7514,25-08-2023,Woninginbraak
7521,26-08-2023,Woninginbraak
7521,26-08-2023,Woninginbraak
7531,22-08-2023,Woninginbraak
7555,23-08-2023,Woninginbraak
7572,20-08-2023,Woninginbraak
7591,20-08-2023,Woninginbraak
7605,27-08-2023,Woninginbraak
7641,26-08-2023,Woninginbraak
7642,20-08-2023,Woninginbraak
7776,22-08-2023,Woninginbraak
7951,26-08-2023,Poging tot woninginbraak
8011,25-08-2023,Woninginbraak
8011,20-08-2023,Woninginbraak
8022,27-08-2023,Woninginbraak
8024,25-08-2023,Woninginbraak
8084,27-08-2023,Woninginbraak
8162,25-08-2023,Woninginbraak
8302,26-08-2023,Woninginbraak
8302,25-08-2023,Poging tot woninginbraak
8302,25-08-2023,Poging tot woninginbraak
8302,20-08-2023,Woninginbraak
8303,20-08-2023,Woninginbraak
8325,26-08-2023,Woninginbraak
8442,22-08-2023,Woninginbraak
8442,20-08-2023,Woninginbraak
8443,23-08-2023,Woninginbraak
8446,24-08-2023,Woninginbraak
8447,22-08-2023,Woninginbraak
8531,20-08-2023,Woninginbraak
8604,20-08-2023,Woninginbraak
8915,20-08-2023,Woninginbraak
8918,25-08-2023,Woninginbraak
8921,24-08-2023,Woninginbraak
8921,24-08-2023,Woninginbraak
8922,22-08-2023,Woninginbraak
9061,23-08-2023,Woninginbraak
9062,25-08-2023,Woninginbraak
9063,24-08-2023,Woninginbraak
9083,25-08-2023,Woninginbraak
9084,24-08-2023,Woninginbraak
9101,24-08-2023,Woninginbraak
9284,22-08-2023,Woninginbraak
9294,27-08-2023,Woninginbraak
9321,26-08-2023,Poging tot woninginbraak
9404,25-08-2023,Woninginbraak
9404,23-08-2023,Woninginbraak
9404,21-08-2023,Woninginbraak
9404,20-08-2023,Woninginbraak
9471,21-08-2023,Woninginbraak
9561,23-08-2023,Woninginbraak
9623,22-08-2023,Woninginbraak
9626,22-08-2023,Woninginbraak
9626,22-08-2023,Woninginbraak
9626,20-08-2023,Woninginbraak
9626,20-08-2023,Woninginbraak
9626,20-08-2023,Woninginbraak
9628,24-08-2023,Woninginbraak
9628,23-08-2023,Woninginbraak
9629,24-08-2023,Woninginbraak
9642,24-08-2023,Woninginbraak
9642,23-08-2023,Woninginbraak
9659,27-08-2023,Poging tot woninginbraak
9671,22-08-2023,Woninginbraak
9687,24-08-2023,Woninginbraak
9711,25-08-2023,Woninginbraak
9712,26-08-2023,Poging tot woninginbraak
9712,21-08-2023,Woninginbraak
9712,21-08-2023,Woninginbraak
9714,25-08-2023,Woninginbraak
9714,20-08-2023,Woninginbraak
9715,21-08-2023,Woninginbraak
9716,24-08-2023,Woninginbraak
9741,24-08-2023,Woninginbraak
9753,24-08-2023,Woninginbraak
9795,25-08-2023,Woninginbraak
9939,24-08-2023,Poging tot woninginbraak
9981,27-08-2023,Woninginbraak
1012,02-09-2023,Woninginbraak
1013,28-08-2023,Woninginbraak
1016,01-09-2023,Woninginbraak
1018,30-08-2023,Woninginbraak
1024,28-08-2023,Woninginbraak
1031,28-08-2023,Poging tot woninginbraak
1043,02-09-2023,Woninginbraak
1053,02-09-2023,Poging tot woninginbraak
1053,02-09-2023,Woninginbraak
1053,01-09-2023,Woninginbraak
1053,01-09-2023,Woninginbraak
1053,31-08-2023,Poging tot woninginbraak
1053,29-08-2023,Poging tot woninginbraak
1053,29-08-2023,Woninginbraak
1055,01-09-2023,Woninginbraak
1056,29-08-2023,Poging tot woninginbraak
1062,29-08-2023,Woninginbraak
1063,31-08-2023,Woninginbraak
1064,02-09-2023,Woninginbraak
1071,30-08-2023,Woninginbraak
1071,29-08-2023,Poging tot woninginbraak
1072,02-09-2023,Woninginbraak
1072,30-08-2023,Woninginbraak
1075,01-09-2023,Woninginbraak
1075,01-09-2023,Woninginbraak
1077,31-08-2023,Poging tot woninginbraak
1077,31-08-2023,Woninginbraak
1077,31-08-2023,Woninginbraak
1082,01-09-2023,Woninginbraak
1091,01-09-2023,Woninginbraak
1094,02-09-2023,Woninginbraak
1096,30-08-2023,Woninginbraak
1097,02-09-2023,Woninginbraak
1103,30-08-2023,Poging tot woninginbraak
1103,29-08-2023,Woninginbraak
1108,30-08-2023,Poging tot woninginbraak
1121,02-09-2023,Woninginbraak
1135,31-08-2023,Woninginbraak
